코드,종목명,상장일,수정공모가,상장일종가,6M종가,12M종가,18M종가,24M종가,상장일수익률_수정공모가(%),6M수익률_수정공모가(%),12M수익률_수정공모가(%),18M수익률_수정공모가(%),24M수익률_수정공모가(%),6M수익률_종가(%),12M수익률_종가(%),18M수익률_종가(%),24M수익률_종가(%),최종일,최종일종가,최종일수익률_수정공모가(%),최종일수익률_종가(%),기관_6M순매수,기관_12M순매수,기관_18M순매수,기관_24M순매수,외국인총합계_6M순매수,외국인총합계_12M순매수,외국인총합계_18M순매수,외국인총합계_24M순매수,개인_6M순매수,개인_12M순매수,개인_18M순매수,개인_24M순매수,금융투자_6M순매수,금융투자_12M순매수,금융투자_18M순매수,금융투자_24M순매수,보험_6M순매수,보험_12M순매수,보험_18M순매수,보험_24M순매수,투신_6M순매수,투신_12M순매수,투신_18M순매수,투신_24M순매수,사모펀드_6M순매수,사모펀드_12M순매수,사모펀드_18M순매수,사모펀드_24M순매수,은행_6M순매수,은행_12M순매수,은행_18M순매수,은행_24M순매수,연기금_6M순매수,연기금_12M순매수,연기금_18M순매수,연기금_24M순매수,기타금융기관_6M순매수,기타금융기관_12M순매수,기타금융기관_18M순매수,기타금융기관_24M순매수,"국가,지자체_6M순매수","국가,지자체_12M순매수","국가,지자체_18M순매수","국가,지자체_24M순매수",기타법인_6M순매수,기타법인_12M순매수,기타법인_18M순매수,기타법인_24M순매수
A380550,뉴로핏,2025-07-25,14000.0,20300.0,23000.0,,,,45.0,64.3,,,,13.3,,,,2026-06-30,10980.0,-21.6,-45.9,-387.4,,,,-114.3,,,,1095.0,,,,-48.9,,,,-2.8,,,,137.9,,,,-217.2,,,,-49.2,,,,25.8,,,,-233.0,,,,0.0,,,,-593.4,,,
A475230,엔알비,2025-07-28,21000.0,16660.0,18380.0,,,,-20.7,-12.5,,,,10.3,,,,2026-06-30,8320.0,-60.4,-50.1,-240.5,,,,13.1,,,,376.8,,,,-32.4,,,,-1.4,,,,31.4,,,,-130.7,,,,-0.9,,,,-0.1,,,,-106.4,,,,0.0,,,,-149.4,,,
A468530,프로티나,2025-07-29,14000.0,17550.0,82000.0,,,,25.4,485.7,,,,367.2,,,,2026-06-30,28250.0,101.8,61.0,-629.5,,,,-251.1,,,,1859.6,,,,53.8,,,,9.7,,,,27.2,,,,-161.8,,,,-194.8,,,,200.5,,,,-564.2,,,,0.0,,,,-979.1,,,
A309710,아이티켐,2025-08-07,16100.0,31050.0,32300.0,,,,92.9,100.6,,,,4.0,,,,2026-06-30,21000.0,30.4,-32.4,-513.4,,,,153.3,,,,513.9,,,,-75.4,,,,-8.1,,,,-22.6,,,,-381.7,,,,0.6,,,,2.5,,,,-28.6,,,,0.0,,,,-153.8,,,
A456160,지투지바이오,2025-08-14,19344.0,31284.0,89200.0,,,,61.7,361.1,,,,185.1,,,,2026-06-30,41450.0,114.3,32.5,-847.6,,,,55.1,,,,2354.9,,,,-233.1,,,,93.9,,,,587.9,,,,-450.5,,,,-238.1,,,,335.7,,,,-943.3,,,,0.0,,,,-1562.4,,,
A484590,삼양컴텍,2025-08-18,7700.0,16640.0,11930.0,,,,116.1,54.9,,,,-28.3,,,,2026-06-30,6980.0,-9.4,-58.1,-722.1,,,,-163.7,,,,900.6,,,,-127.7,,,,-14.3,,,,-85.0,,,,-450.7,,,,-5.4,,,,11.4,,,,-50.4,,,,0.0,,,,-14.8,,,
A0008Z0,에스엔시스,2025-08-19,30000.0,45000.0,32500.0,,,,50.0,8.3,,,,-27.8,,,,2026-06-30,23650.0,-21.2,-47.4,-352.1,,,,-134.8,,,,443.9,,,,-61.1,,,,-4.8,,,,-16.4,,,,-229.5,,,,-6.0,,,,0.2,,,,-34.6,,,,0.0,,,,42.9,,,
A125490,한라캐스트,2025-08-20,5800.0,5920.0,18300.0,,,,2.1,215.5,,,,209.1,,,,2026-06-30,9100.0,56.9,53.7,-771.7,,,,-178.0,,,,1394.2,,,,-33.6,,,,10.9,,,,-64.8,,,,-304.8,,,,-3.9,,,,-7.5,,,,-367.9,,,,0.0,,,,-444.6,,,
A0010V0,제이피아이헬스케어,2025-08-21,20000.0,21700.0,14650.0,,,,8.5,-26.7,,,,-32.5,,,,2026-06-30,7330.0,-63.4,-66.2,-304.7,,,,12.4,,,,307.4,,,,-61.9,,,,-1.4,,,,-39.5,,,,-175.3,,,,-1.3,,,,-0.3,,,,-25.1,,,,0.0,,,,-15.1,,,
A318060,그래피,2025-08-25,15000.0,11260.0,51300.0,,,,-24.9,242.0,,,,355.6,,,,2026-06-30,16990.0,13.3,50.9,-643.2,,,,-170.0,,,,1022.0,,,,-102.5,,,,-0.1,,,,39.6,,,,-48.9,,,,-21.5,,,,51.4,,,,-561.1,,,,0.0,,,,-208.8,,,
A488280,에스투더블유,2025-09-19,13200.0,23950.0,15700.0,,,,81.4,18.9,,,,-34.4,,,,2026-06-30,11560.0,-12.4,-51.7,-430.3,,,,81.1,,,,623.9,,,,-18.9,,,,2.4,,,,-18.6,,,,-64.5,,,,-54.4,,,,75.9,,,,-352.2,,,,0.0,,,,-274.6,,,
A486990,노타,2025-11-03,9100.0,31000.0,34700.0,,,,240.7,281.3,,,,11.9,,,,2026-06-30,20700.0,127.5,-33.2,-612.0,,,,-227.3,,,,2249.5,,,,-133.0,,,,4.1,,,,-35.9,,,,-523.4,,,,-0.3,,,,96.5,,,,-20.0,,,,0.0,,,,-1410.2,,,
A469610,이노테크,2025-11-07,14700.0,58800.0,23050.0,,,,300.0,56.8,,,,-60.8,,,,2026-06-30,14770.0,0.5,-74.9,-781.4,,,,-65.4,,,,1266.3,,,,-196.4,,,,-2.7,,,,-24.7,,,,-134.0,,,,-2.7,,,,-170.3,,,,-250.6,,,,0.0,,,,-419.4,,,
A494120,큐리오시스,2025-11-13,22000.0,88000.0,49400.0,,,,300.0,124.5,,,,-43.9,,,,2026-06-30,26050.0,18.4,-70.4,-732.0,,,,174.6,,,,1241.8,,,,-323.0,,,,16.3,,,,122.6,,,,-154.8,,,,-71.2,,,,205.2,,,,-527.2,,,,0.0,,,,-684.3,,,
A061090,세나테크놀로지,2025-11-14,56800.0,80200.0,49600.0,,,,41.2,-12.7,,,,-38.2,,,,2026-06-30,31150.0,-45.2,-61.2,-270.0,,,,-122.6,,,,423.0,,,,34.1,,,,-2.9,,,,-38.1,,,,-85.2,,,,-2.6,,,,-0.2,,,,-175.0,,,,0.0,,,,-30.4,,,
A0015G0,그린광학,2025-11-17,16000.0,22850.0,27350.0,,,,42.8,70.9,,,,19.7,,,,2026-06-30,16980.0,6.1,-25.7,-616.2,,,,101.6,,,,996.2,,,,-119.5,,,,-1.4,,,,-58.3,,,,-295.7,,,,-2.6,,,,4.1,,,,-142.7,,,,0.0,,,,-481.7,,,
A403850,더핑크퐁컴퍼니,2025-11-18,38000.0,41550.0,13530.0,,,,9.3,-64.4,,,,-67.4,,,,2026-06-30,10780.0,-71.6,-74.1,-308.4,,,,-143.0,,,,1349.4,,,,-46.8,,,,0.1,,,,87.7,,,,-119.8,,,,-0.9,,,,6.5,,,,-235.3,,,,0.0,,,,-898.0,,,
A388210,씨엠티엑스,2025-11-20,60500.0,131600.0,110600.0,,,,117.5,82.8,,,,-16.0,,,,2026-06-30,93300.0,54.2,-29.1,-110.6,,,,716.3,,,,960.5,,,,-70.0,,,,28.0,,,,203.0,,,,165.0,,,,-0.7,,,,-203.4,,,,-232.6,,,,0.0,,,,-1566.2,,,
A488900,비츠로넥스텍,2025-11-21,6900.0,12810.0,15370.0,,,,85.7,122.8,,,,20.0,,,,2026-06-30,8700.0,26.1,-32.1,-309.2,,,,-62.1,,,,393.0,,,,-48.2,,,,-2.5,,,,-58.9,,,,-181.7,,,,-1.2,,,,-0.1,,,,-16.7,,,,0.0,,,,-21.6,,,
A0015N0,아로마티카,2025-11-27,8000.0,19920.0,6660.0,,,,149.0,-16.8,,,,-66.6,,,,2026-06-30,5230.0,-34.6,-73.7,-339.0,,,,-16.3,,,,556.1,,,,-42.6,,,,-3.2,,,,-67.8,,,,-173.1,,,,-3.5,,,,0.1,,,,-48.9,,,,0.0,,,,-200.7,,,
A0009K0,에임드바이오,2025-12-04,11000.0,44000.0,27700.0,,,,300.0,151.8,,,,-37.0,,,,2026-06-30,25100.0,128.2,-43.0,-366.8,,,,84.9,,,,2871.8,,,,114.3,,,,-18.8,,,,808.9,,,,-1215.9,,,,-6.0,,,,190.3,,,,-239.8,,,,0.0,,,,-2589.9,,,
A950250,테라뷰,2025-12-09,8000.0,16000.0,3105.0,,,,100.0,-61.2,,,,-80.6,,,,2026-06-30,2695.0,-66.3,-83.2,-267.5,,,,-1522.4,,,,1859.9,,,,-17.5,,,,-8.2,,,,-22.9,,,,-126.4,,,,-0.9,,,,0.1,,,,-91.7,,,,0.0,,,,-70.0,,,
A0015S0,페스카로,2025-12-10,15500.0,27100.0,9190.0,,,,74.8,-40.7,,,,-66.1,,,,2026-06-30,7700.0,-50.3,-71.6,-618.5,,,,-20.5,,,,1134.5,,,,-61.6,,,,-2.2,,,,-203.7,,,,-100.6,,,,-24.1,,,,-0.1,,,,-226.2,,,,0.0,,,,-495.5,,,
A261520,이지스,2025-12-11,15000.0,20500.0,4540.0,,,,36.7,-69.7,,,,-77.9,,,,2026-06-30,4325.0,-71.2,-78.9,-180.1,,,,-3.5,,,,372.7,,,,-41.7,,,,-0.7,,,,-22.6,,,,-97.9,,,,-1.1,,,,-0.1,,,,-16.1,,,,0.0,,,,-189.1,,,
A464490,쿼드메디슨,2025-12-12,15000.0,17630.0,7800.0,,,,17.5,-48.0,,,,-55.8,,,,2026-06-30,5990.0,-60.1,-66.0,-243.7,,,,4.2,,,,563.7,,,,-59.9,,,,-1.2,,,,-16.5,,,,-104.8,,,,-25.6,,,,-0.3,,,,-35.4,,,,0.0,,,,-324.2,,,
A0007C0,아크릴,2025-12-16,19500.0,67000.0,22400.0,,,,243.6,14.9,,,,-66.6,,,,2026-06-30,16900.0,-13.3,-74.8,-377.5,,,,-20.3,,,,878.1,,,,-31.5,,,,-9.1,,,,-15.1,,,,-206.1,,,,-32.6,,,,-1.5,,,,-81.6,,,,0.0,,,,-480.3,,,
A478340,나라스페이스테크놀로지,2025-12-17,16500.0,27150.0,21200.0,,,,64.5,28.5,,,,-21.9,,,,2026-06-30,13950.0,-15.5,-48.6,-644.2,,,,-56.8,,,,1301.2,,,,-123.2,,,,-1.8,,,,-40.4,,,,-147.8,,,,-3.6,,,,-63.8,,,,-263.7,,,,0.0,,,,-600.3,,,
A476830,알지노믹스,2025-12-18,11250.0,45000.0,45150.0,,,,300.0,301.3,,,,0.3,,,,2026-06-30,41000.0,264.4,-8.9,-528.3,,,,1404.7,,,,4362.4,,,,-202.9,,,,58.2,,,,765.6,,,,-407.4,,,,-5.7,,,,790.3,,,,-1526.3,,,,0.0,,,,-5238.9,,,
A0013V0,삼진식품,2025-12-22,7600.0,19210.0,5310.0,,,,152.8,-30.1,,,,-72.4,,,,2026-06-30,5150.0,-32.2,-73.2,-145.4,,,,-17.6,,,,501.0,,,,-30.8,,,,-1.6,,,,-25.1,,,,-71.3,,,,-2.6,,,,-0.4,,,,-13.6,,,,0.0,,,,-338.1,,,
A491000,리브스메드,2025-12-24,55000.0,49600.0,36800.0,,,,-9.8,-33.1,,,,-25.8,,,,2026-06-30,35650.0,-35.2,-28.1,-716.9,,,,581.2,,,,917.3,,,,159.8,,,,1.3,,,,90.6,,,,-220.3,,,,-7.1,,,,34.8,,,,-775.9,,,,0.0,,,,-781.6,,,
A490470,세미파이브,2025-12-29,24000.0,27650.0,21600.0,,,,15.2,-10.0,,,,-21.9,,,,2026-06-30,21500.0,-10.4,-22.2,-654.7,,,,-2.4,,,,1716.1,,,,-206.8,,,,-2.4,,,,42.0,,,,-240.1,,,,-2.4,,,,73.9,,,,-318.9,,,,0.0,,,,-1059.0,,,
A0001A0,덕양에너젠,2026-01-30,10000.0,34850.0,,,,,248.5,,,,,,,,,2026-06-30,8700.0,-13.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A458350,에스팀,2026-03-06,8500.0,34000.0,,,,,300.0,,,,,,,,,2026-06-30,3985.0,-53.1,-88.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0011A0,액스비스,2026-03-09,11500.0,46000.0,,,,,300.0,,,,,,,,,2026-06-30,10720.0,-6.8,-76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0082N0,카나프테라퓨틱스,2026-03-16,20000.0,50600.0,,,,,153.0,,,,,,,,,2026-06-30,15020.0,-24.9,-70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A493280,아이엠바이오로직스,2026-03-20,26000.0,104000.0,,,,,300.0,,,,,,,,,2026-06-30,22200.0,-14.6,-78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A408470,한패스,2026-03-25,19000.0,27200.0,,,,,43.2,,,,,,,,,2026-06-30,5860.0,-69.2,-78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0088M0,메쥬,2026-03-26,21600.0,39000.0,,,,,80.6,,,,,,,,,2026-06-30,14320.0,-33.7,-63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A394420,리센스메디컬,2026-03-31,11000.0,18450.0,,,,,67.7,,,,,,,,,2026-06-30,16220.0,47.5,-12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0007J0,인벤테라,2026-04-02,16600.0,35250.0,,,,,112.3,,,,,,,,,2026-06-30,8840.0,-46.7,-74.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0011T0,채비,2026-04-29,12300.0,22550.0,,,,,83.3,,,,,,,,,2026-06-30,6690.0,-45.6,-70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A439960,코스모로보틱스,2026-05-11,6000.0,24000.0,,,,,300.0,,,,,,,,,2026-06-30,15030.0,150.5,-37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A487580,폴레드,2026-05-14,5000.0,20000.0,,,,,300.0,,,,,,,,,2026-06-30,3580.0,-28.4,-82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A477850,마키나락스,2026-05-20,15000.0,60000.0,,,,,300.0,,,,,,,,,2026-06-30,16740.0,11.6,-72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0117P0,피스피스스튜디오,2026-06-08,21500.0,13730.0,,,,,-36.1,,,,,,,,,2026-06-30,5560.0,-74.1,-59.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A153890,져스텍,2026-06-29,12500.0,17530.0,,,,,40.2,,,,,,,,,2026-06-30,16640.0,33.1,-5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A475040,스트라드비젼,2026-06-30,12000.0,7200.0,,,,,-40.0,,,,,,,,,2026-06-30,7200.0,-40.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0039P0,매드업,2026-07-01,8000.0,10080.0,,,,,26.0,,,,,,,,,2026-07-01,10080.0,26.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
